actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.836736679077148
0.0,35.27137756347656
0.0,60.540348052978516
206.4216766357422,85.67125701904297
230.29510498046875,110.6871109008789
254.16851806640625,135.60708618164062
271.22088623046875,159.2833251953125
291.68377685546875,182.50502014160156
308.73626708984375,204.7660369873047
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.4295321702957153
0.0,9.920069694519043
0.0,15.8316650390625
0.0,20.176069259643555
0.0,24.960256576538086
0.0,30.110933303833008
0.0,36.14889144897461
0.0,41.18052291870117
0.0,45.95547866821289
0.0,51.09845733642578
0.0,55.384273529052734
0.0,58.955787658691406
0.0,62.51392364501953
0.0,66.06096649169922
0.0,69.59876251220703
0.0,73.12884521484375
0.0,77.81631469726562
0.0,82.3044662475586
0.0,86.04459381103516
0.0,90.32521057128906
0.0,94.47432708740234
0.0,97.93191528320312
0.0,100.81324768066406
0.0,103.79627990722656
0.0,106.86406707763672
0.0,109.4205551147461
0.0,112.1328353881836
0.0,113.81119537353516
0.0,115.20983123779297
0.0,116.95723724365234
0.0,118.41340637207031
0.0,120.79073333740234
0.0,123.35376739501953
0.0,126.65348052978516
0.0,130.56704711914062
0.0,134.41026306152344
0.0,138.19488525390625
0.0,140.18487548828125
0.0,141.8432159423828
0.0,143.8070831298828
0.0,144.86170959472656
0.0,145.74057006835938
0.0,146.4729461669922
0.0,146.5013427734375
0.0,146.52499389648438
0.0,147.12664794921875
0.0,147.6280059814453
0.0,148.0458221435547
0.0,148.3939971923828
0.0,149.84799194335938
0.0,149.8957977294922
0.0,148.77183532714844
0.0,148.41708374023438
0.0,148.1214599609375
0.0,147.87509155273438
0.0,147.6697998046875
0.0,146.91683959960938
0.0,145.7074432373047
0.0,144.11769104003906
0.0,142.7928924560547
0.0,141.1069793701172
0.0,139.70204162597656
0.0,137.9493408203125
0.0,135.90682983398438
0.0,134.20472717285156
0.0,132.78631591796875
0.0,132.1862335205078
0.0,131.6861572265625
0.0,131.26943969726562
0.0,130.34024047851562
0.0,130.14784240722656
0.0,129.9875030517578
0.0,129.8538818359375
0.0,129.74253845214844
0.0,129.64974975585938
0.0,129.5724334716797
0.0,128.9260711669922
0.0,128.38743591308594
0.0,127.93856811523438
0.0,126.9826431274414
0.0,126.18603515625
0.0,126.10407257080078
0.0,125.45389556884766
0.0,124.33015441894531
0.0,122.81177520751953
0.0,120.38260650634766
0.0,117.19445037841797
0.0,113.95577239990234
0.0,111.25687408447266
0.0,108.42587280273438
0.0,106.06670379638672
0.0,103.518798828125
0.0,100.8136215209961
0.0,98.5593032836914
0.0,97.84455871582031
0.0,96.08509063720703
0.0,94.03693389892578
0.0,91.74821472167969
0.0,90.4228744506836
0.0,88.15462493896484
0.0,86.26441192626953
0.0,84.6892318725586
0.0,82.79466247558594
0.0,80.63392639160156
0.0,79.41523742675781
0.0,78.39966583251953
0.0,77.55335235595703
0.0,75.68424224853516
0.0,74.12664794921875
0.0,71.66480255126953
0.0,69.03138732910156
0.0,66.25495147705078
0.0,63.35932540893555
0.0,60.94630432128906
0.0,58.93545150756836
0.0,56.677818298339844
0.0,54.21453094482422
0.0,52.16178894042969
0.0,49.86924362182617
0.0,46.79499053955078
0.0,43.65118408203125
0.0,41.03134536743164
0.0,40.0119514465332
0.0,39.744380950927734
0.0,38.93947982788086
0.0,38.26872634887695
0.0,37.70976638793945
0.0,37.24396896362305
0.0,37.43772888183594
0.0,37.59919357299805
0.0,37.151824951171875
0.0,36.197139739990234
0.0,35.40156936645508
0.0,33.57474136352539
0.0,30.888530731201172
0.0,28.6500244140625
0.0,27.366527557373047
0.0,26.87887191772461
0.0,26.47249412536621
0.0,26.715770721435547
0.0,28.082304000854492
0.0,29.22108268737793
0.0,29.58818817138672
0.0,29.894107818603516
0.0,29.567115783691406
0.0,28.712697982788086
0.0,28.000680923461914
0.0,27.989259719848633
0.0,25.65203857421875
0.0,21.9586238861084
0.0,17.13500213623047
0.0,11.951513290405273
0.0,7.050013542175293
0.0,3.547356367111206
0.0,1.7922779321670532
0.0,0.3297126293182373
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.3285855054855347
0.0,6.926316261291504
0.0,12.754944801330566
0.0,18.194061279296875
0.0,23.308584213256836
0.0,28.152612686157227
0.0,32.7712287902832
0.0,37.783878326416016
0.0,43.70686721801758
0.0,50.3884162902832
0.0,57.70215606689453
0.0,65.54266357421875
0.0,72.6583480834961
0.0,79.17001342773438
0.0,85.76025390625
0.0,91.25211334228516
0.0,96.99246978759766
0.0,102.3580322265625
0.0,107.99317932128906
0.0,113.85298919677734
0.0,119.89997100830078
0.0,125.52104187011719
0.0,130.2052764892578
0.0,134.6907196044922
0.0,138.4285888671875
0.0,141.54348754882812
0.0,143.55731201171875
0.0,145.23548889160156
0.0,146.05206298828125
0.0,146.73252868652344
0.0,147.29957580566406
0.0,147.77212524414062
0.0,148.74783325195312
0.0,149.56092834472656
0.0,150.8204345703125
0.0,151.87002563476562
0.0,152.1627655029297
0.0,152.98863220214844
0.0,154.25877380371094
0.0,155.31723022460938
0.0,157.36314392089844
0.0,159.06805419921875
0.0,161.07069396972656
0.0,162.73956298828125
0.0,163.5484161376953
0.0,163.64051818847656
0.0,163.13536071777344
0.0,163.2963104248047
0.0,163.43043518066406
0.0,163.54222106933594
0.0,164.79916381835938
0.0,166.4285430908203
0.0,166.62255859375
0.0,165.62039184570312
0.0,164.78524780273438
0.0,163.5073699951172
0.0,161.86053466796875
0.0,159.90626525878906
0.0,158.859619140625
0.0,157.98741149902344
0.0,156.6786651611328
0.0,154.42422485351562
0.0,152.5455322265625
0.0,150.3980255126953
0.0,147.444580078125
0.0,143.23764038085938
0.0,139.1499481201172
0.0,135.16160583496094
0.0,130.67413330078125
0.0,126.35264587402344
0.0,123.33333587646484
0.0,120.23531341552734
0.0,117.65363311767578
0.0,114.92030334472656
0.0,112.64252471923828
0.0,111.32630920410156
0.0,110.22946166992188
0.0,108.73348999023438
0.0,106.32305145263672
0.0,102.56857299804688
0.0,98.27603149414062
0.0,93.53507232666016
0.0,87.25660705566406
0.0,80.2787857055664
0.0,72.13626861572266
0.0,63.605064392089844
0.0,54.75
0.0,45.04307556152344
0.0,35.79011535644531
0.0,27.4974422454834
0.0,18.841102600097656
0.0,9.299830436706543
0.0,0.1849181056022644
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.81621915102005
0.0,11.154704093933105
0.0,23.261615753173828
0.0,36.26028823852539
0.0,49.420223236083984
0.0,62.71448516845703
0.0,75.538818359375
0.0,87.38956451416016
0.0,98.42903900146484
0.0,108.7924575805664
0.0,118.59248352050781
0.0,126.7591781616211
0.0,133.56475830078125
0.0,139.23606872558594
0.0,143.38023376464844
0.0,145.66986083984375
0.0,146.99595642089844
0.0,147.51910400390625
0.0,147.37313842773438
0.0,146.66961669921875
0.0,144.9195098876953
0.0,142.879150390625
0.0,141.17884826660156
0.0,140.3438720703125
0.0,138.48419189453125
0.0,135.77066040039062
0.0,134.0912628173828
0.0,133.85560607910156
0.0,133.65924072265625
0.0,132.91366577148438
0.0,131.71043395996094
0.0,130.70773315429688
0.0,130.45408630371094
0.0,130.8246307373047
0.0,131.71534729003906
0.0,133.6214599609375
0.0,135.20989990234375
0.0,136.53358459472656
0.0,137.63665771484375
0.0,139.1377716064453
0.0,140.38868713378906
0.0,142.01304626464844
0.0,142.78475952148438
0.0,142.84597778320312
0.0,142.89698791503906
0.0,142.9394989013672
0.0,142.97491455078125
0.0,141.84059143066406
0.0,139.73146057128906
0.0,136.81004333496094
0.0,134.3755340576172
0.0,130.6009979248047
0.0,127.45555877685547
0.0,123.67050170898438
0.0,119.35248565673828
0.0,115.75413513183594
0.0,112.173583984375
0.0,109.77172088623047
0.0,107.77017211914062
0.0,104.9383544921875
0.0,102.57850646972656
0.0,100.61196899414062
0.0,98.97319030761719
0.0,97.6075439453125
0.0,94.141845703125
0.0,90.08991241455078
0.0,84.3856430053711
0.0,77.30438232421875
0.0,69.65760803222656
0.0,61.539512634277344
0.0,53.02870559692383
0.0,44.19058609008789
0.0,35.0797119140625
0.0,26.323511123657227
0.0,18.444751739501953
0.0,9.551465034484863
0.0,0.39461392164230347
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.7888031005859375
0.0,17.29570960998535
0.0,27.215316772460938
0.0,37.227386474609375
0.0,47.31655502319336
0.0,56.887996673583984
0.0,66.60997772216797
0.0,76.45735931396484
0.0,85.82736206054688
0.0,94.21762084960938
0.0,101.79143524169922
0.0,109.2667465209961
0.0,116.66001892089844
0.0,123.40301513671875
0.0,129.0221710205078
0.0,134.28672790527344
0.0,139.25579833984375
0.0,142.8147430419922
0.0,145.78054809570312
0.0,148.83396911621094
0.0,151.96041870117188
0.0,153.98385620117188
0.0,155.088134765625
0.0,156.00836181640625
0.0,157.35714721679688
0.0,157.8992156982422
0.0,158.932861328125
0.0,158.63038635253906
0.0,158.96023559570312
0.0,159.23512268066406
0.0,159.4641876220703
0.0,159.07315063476562
0.0,159.32920837402344
0.0,158.96067810058594
0.0,159.23548889160156
0.0,158.882568359375
0.0,157.4246063232422
0.0,156.20965576171875
0.0,153.4514617919922
0.0,150.57102966308594
0.0,147.58876037597656
0.0,143.93968200683594
0.0,142.0626220703125
0.0,139.91648864746094
0.0,138.12803649902344
0.0,134.89193725585938
0.0,133.35899353027344
0.0,132.66346740722656
0.0,130.92005920410156
0.0,128.88528442382812
0.0,127.18964385986328
0.0,125.19468688964844
0.0,123.53221893310547
0.0,122.1468276977539
0.0,120.41041564941406
0.0,118.3814697265625
0.0,116.1087646484375
0.0,114.21483612060547
0.0,112.05464172363281
0.0,109.67259979248047
0.0,107.10564422607422
0.0,103.80265808105469
0.0,100.4682388305664
0.0,98.27149200439453
0.0,95.85893249511719
0.0,93.84847259521484
0.0,92.17308807373047
0.0,90.19501495361328
0.0,87.96473693847656
0.0,85.52424621582031
0.0,81.16280364990234
0.0,76.36445617675781
0.0,72.3658447265625
0.0,67.86981201171875
0.0,62.37733459472656
0.0,56.05454635620117
0.0,49.6217041015625
0.0,41.933345794677734
0.0,34.36252975463867
0.0,26.307785034179688
0.0,18.43164825439453
0.0,10.704346656799316
0.0,3.1011271476745605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.4073996543884277
0.0,11.568292617797852
0.0,18.369035720825195
0.0,25.20012664794922
0.0,32.05655288696289
0.0,39.51601791381836
0.0,46.314117431640625
0.0,52.561126708984375
0.0,59.51274490356445
0.0,66.46956634521484
0.0,72.84883880615234
0.0,79.3287582397461
0.0,85.31060791015625
0.0,90.8774185180664
0.0,95.51641845703125
0.0,99.96417999267578
0.0,103.670654296875
0.0,106.7593765258789
0.0,109.33331298828125
0.0,110.89633178710938
0.0,111.61692810058594
0.0,112.79934692382812
0.0,114.94850158691406
0.0,114.99372863769531
0.0,113.86756896972656
0.0,112.34717559814453
0.0,111.08018493652344
0.0,110.02435302734375
0.0,109.14450073242188
0.0,108.41128540039062
0.0,107.8002700805664
0.0,107.29109954833984
0.0,106.86678314208984
0.0,106.51319122314453
0.0,106.80045318603516
0.0,107.03984069824219
0.0,106.07547760009766
0.0,104.6899642944336
0.0,101.78958892822266
0.0,98.79068756103516
0.0,96.87352752685547
0.0,94.6939697265625
0.0,91.13194274902344
0.0,87.58165740966797
0.0,84.0411605834961
0.0,79.92689514160156
0.0,75.91646575927734
0.0,72.5744400024414
0.0,69.2074966430664
0.0,65.81977844238281
0.0,61.832828521728516
0.0,57.346519470214844
0.0,53.02605056762695
0.0,50.007537841796875
0.0,48.65596389770508
0.0,47.5296516418457
0.0,44.26340103149414
0.0,39.79574966430664
0.0,34.90890121459961
0.0,30.25460433959961
0.0,26.376022338867188
0.0,22.56194496154785
0.0,18.801620483398438
0.0,14.504164695739746
0.0,10.341025352478027
0.0,5.707940578460693
0.0,0.6831837296485901
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.2250924110412598
0.0,8.506738662719727
0.0,14.653889656066895
0.0,20.358440399169922
0.0,26.85796356201172
0.0,33.43808364868164
0.0,40.08536911010742
0.0,46.788578033447266
0.0,54.70228958129883
0.0,61.878971099853516
0.0,69.02334594726562
0.0,76.72277069091797
0.0,84.30281066894531
0.0,91.78330993652344
0.0,99.180908203125
0.0,105.92750549316406
0.0,111.54966735839844
0.0,116.81673431396484
0.0,121.78782653808594
0.0,126.5123291015625
0.0,131.03134155273438
0.0,135.37911987304688
0.0,139.5841827392578
0.0,143.6703338623047
0.0,146.4935302734375
0.0,148.84620666503906
0.0,151.38868713378906
0.0,154.6712188720703
0.0,158.5705108642578
0.0,161.81993103027344
184.16587829589844,166.2735595703125
0.0,169.40298461914062
0.0,171.4289093017578
0.0,173.69911193847656
0.0,175.59095764160156
0.0,177.16748046875
0.0,178.48126220703125
0.0,179.57606506347656
0.0,180.48841857910156
0.0,180.0848388671875
0.0,178.58468627929688
0.0,176.752685546875
0.0,175.22601318359375
0.0,173.9537811279297
0.0,172.89358520507812
0.0,172.01010131835938
0.0,171.2738494873047
0.0,170.07839965820312
0.0,168.500244140625
0.0,167.76705932617188
0.0,167.15606689453125
0.0,166.6468963623047
0.0,168.5502471923828
0.0,170.13638305664062
0.0,171.45814514160156
0.0,171.9777069091797
184.16580200195312,174.7383575439453
187.57603454589844,177.62078857421875
0.0,178.85902404785156
0.0,179.30894470214844
0.0,179.10195922851562
0.0,179.51138305664062
0.0,180.43450927734375
0.0,181.2037811279297
0.0,181.26290893554688
0.0,180.7302703857422
0.0,180.86831665039062
0.0,180.40142822265625
0.0,179.43043518066406
0.0,178.62127685546875
0.0,177.9469757080078
0.0,176.22125244140625
0.0,174.2012176513672
0.0,171.93594360351562
0.0,169.46627807617188
0.0,167.40823364257812
0.0,164.52932739257812
0.0,160.96644592285156
0.0,157.4154510498047
0.0,153.87437438964844
0.0,151.50538635253906
0.0,148.3673858642578
0.0,145.1704559326172
0.0,141.92442321777344
0.0,138.63751220703125
0.0,135.8984375
0.0,133.033935546875
0.0,130.6468505859375
0.0,128.65762329101562
0.0,127.58184814453125
0.0,126.68537139892578
0.0,125.35638427734375
0.0,124.83081817626953
0.0,124.97472381591797
0.0,125.09465026855469
0.0,125.194580078125
0.0,124.69598388671875
0.0,123.69856262207031
0.0,122.86737823486328
0.0,122.17472076416016
0.0,121.01557922363281
0.0,120.04962921142578
0.0,119.24467468261719
0.0,117.99195098876953
0.0,115.7841567993164
0.0,113.36241149902344
0.0,111.34428405761719
0.0,109.08063507080078
0.0,106.61233520507812
0.0,105.13734436035156
0.0,103.90818786621094
0.0,102.8838882446289
0.0,102.03031158447266
0.0,100.73706817626953
0.0,99.65936279296875
0.0,98.17935180664062
0.0,96.94600677490234
0.0,95.33628845214844
0.0,93.99486541748047
0.0,92.29508209228516
0.0,90.87859344482422
0.0,90.28012084960938
0.0,89.78138732910156
0.0,89.36577606201172
0.0,89.0194320678711
0.0,89.89466857910156
0.0,91.2059555053711
0.0,91.7167739868164
0.0,92.14244842529297
0.0,91.91525268554688
0.0,91.7259292602539
0.0,91.56815338134766
0.0,91.43667602539062
0.0,91.32711029052734
0.0,91.81773376464844
0.0,92.80850982666016
0.0,94.21603393554688
0.0,95.38896942138672
0.0,95.7845458984375
0.0,96.11418914794922
0.0,97.55268859863281
0.0,99.3333740234375
0.0,100.23534393310547
0.0,100.98699188232422
0.0,101.61335754394531
0.0,102.13533782958984
0.0,103.1522445678711
0.0,104.58158874511719
0.0,105.77271270751953
0.0,105.6014633178711
0.0,104.8768310546875
0.0,104.85488891601562
0.0,104.83661651611328
0.0,104.23945617675781
0.0,102.57801818847656
0.0,100.61156463623047
0.0,98.97284698486328
0.0,97.60725402832031
0.0,95.88733673095703
0.0,94.45406341552734
0.0,92.67774963378906
0.0,90.61556243896484
0.0,88.31519317626953
0.0,85.81629180908203
0.0,83.1519546508789
0.0,80.34973907470703
0.0,77.4326400756836
0.0,76.16557312011719
0.0,75.10968780517578
0.0,74.22977447509766
0.0,73.49652099609375
0.0,73.46739959716797
0.0,73.4431381225586
0.0,74.00483703613281
0.0,73.89099884033203
0.0,73.79613494873047
0.0,73.71707916259766
0.0,74.23312377929688
0.0,74.66316223144531
0.0,74.4395980834961
0.0,74.25330352783203
0.0,75.26185607910156
0.0,76.68424224853516
0.0,77.86956024169922
0.0,77.69352722167969
0.0,76.96490478515625
0.0,76.93965148925781
0.0,76.336669921875
0.0,75.83419799804688
0.0,75.99739074707031
0.0,76.13338470458984
0.0,76.24671173095703
0.0,76.34115600585938
0.0,76.41985321044922
0.0,77.06731414794922
0.0,77.60686492919922
0.0,77.474609375
0.0,76.78247833251953
0.0,77.36949920654297
0.0,78.44061279296875
0.0,78.75128173828125
0.0,77.26444244384766
0.0,76.02540588378906
0.0,74.41094970703125
0.0,73.0655746459961
0.0,71.36250305175781
0.0,69.94327545166016
0.0,68.76058197021484
0.0,67.77500915527344
0.0,66.95368957519531
0.0,66.2692642211914
0.0,65.69890594482422
0.0,65.2236099243164
0.0,65.40945434570312
0.0,66.14625549316406
0.0,66.17832946777344
0.0,66.2050552368164
0.0,65.64540100097656
0.0,65.17902374267578
0.0,65.37229919433594
0.0,65.53336334228516
0.0,65.08565521240234
0.0,64.13064575195312
0.0,62.17099380493164
0.0,59.95602798461914
0.0,58.110225677490234
0.0,55.99012756347656
0.0,53.64145278930664
0.0,51.102298736572266
0.0,48.98633575439453
0.0,47.804962158203125
0.0,46.82048416137695
0.0,46.000083923339844
0.0,45.3164176940918
0.0,44.74669647216797
0.0,44.27192687988281
0.0,43.876285552978516
0.0,43.54658508300781
0.0,42.689910888671875
0.0,41.97601318359375
0.0,41.381099700927734
0.0,40.885337829589844
0.0,40.47220230102539
0.0,40.7098503112793
0.0,40.90789031982422
0.0,41.07292175292969
0.0,40.62852096557617
0.0,39.676265716552734
0.0,38.88271713256836
0.0,37.639549255371094
0.0,35.43972396850586
0.0,32.442684173583984
0.0,29.363224029541016
0.0,27.378934860229492
0.0,26.307287216186523
0.0,25.41424560546875
0.0,25.251972198486328
0.0,25.69866943359375
0.0,26.652843475341797
0.0,26.86606216430664
0.0,27.043745040893555
0.0,27.19181251525879
0.0,26.733278274536133
0.0,25.76923942565918
0.0,25.54779815673828
0.0,25.363265991210938
0.0,25.209487915039062
0.0,25.663265228271484
0.0,26.623340606689453
0.0,26.841476440429688
0.0,25.27747917175293
0.0,24.556072235107422
0.0,23.95490074157715
0.0,23.45392417907715
0.0,22.454517364501953
0.0,21.039752960205078
0.0,19.278905868530273
0.0,18.393409729003906
0.0,17.073619842529297
0.0,15.39186954498291
0.0,13.408483505249023
0.0,11.173736572265625
0.0,9.311447143554688
0.0,7.177613258361816
0.0,5.399417877197266
0.0,4.499515056610107
0.0,3.749595880508423
0.0,3.1246631145477295
0.0,2.6038858890533447
0.0,1.5879788398742676
0.0,0.7413895130157471
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.422580599784851
0.0,2.931262493133545
0.0,4.770373344421387
0.0,7.466818332672119
0.0,10.877708435058594
0.0,14.883918762207031
0.0,18.804353713989258
0.0,23.2352352142334
0.0,28.091487884521484
0.0,33.30216979980469
0.0,37.64440155029297
0.0,41.26293182373047
0.0,44.27836990356445
0.0,46.791236877441406
0.0,48.885292053222656
0.0,50.630340576171875
0.0,52.66646957397461
0.0,54.36324691772461
0.0,55.1953010559082
0.0,55.30680465698242
0.0,55.399723052978516
0.0,55.47715377807617
0.0,55.54167938232422
0.0,55.013526916503906
0.0,55.15532302856445
0.0,55.27349090576172
0.0,55.3719596862793
